,Unusual
7111,0
18932,1
4113,1
13623,1
13740,0
34665,0
23615,0
36796,0
3887,0
35198,0
12362,0
20903,0
12943,0
5696,0
32224,1
22079,0
10200,0
6812,0
30591,0
24050,0
33619,0
11308,0
10592,0
31294,0
28176,1
14430,0
29710,0
17200,0
29429,1
12492,0
9895,0
17486,0
17488,0
26440,1
4576,1
7796,0
20242,0
27499,0
32538,0
14924,0
17733,1
22276,0
14306,1
15305,0
26772,0
8733,1
36575,1
28421,0
1260,0
33206,1
24151,0
2429,1
17222,1
4022,0
11370,0
35464,0
6162,0
7823,0
9093,0
10830,0
16421,1
34437,0
2593,0
12154,0
16952,0
3136,0
31917,0
5538,0
31929,1
20844,0
8286,1
35312,1
13994,1
23731,0
11164,1
7904,1
23441,0
14605,0
31369,0
30016,0
33837,0
34095,1
7580,1
30971,1
21554,1
30049,0
32250,0
6679,0
8387,1
13543,0
23844,1
27231,1
12716,0
25572,0
6420,1
7277,0
5488,0
3635,0
21136,0
35229,0
1529,0
33596,0
14043,0
18699,0
15631,1
31493,0
61,0
18389,1
7329,0
12656,0
6027,0
12665,1
16429,0
4337,0
13900,0
4055,0
4798,0
17918,0
9215,0
13479,1
12338,0
26492,0
33322,0
30469,0
2023,0
2400,0
30260,0
16856,0
13682,1
4050,0
3071,0
30977,0
31840,0
27185,0
13105,0
1195,0
2575,0
32509,0
25324,0
5766,0
1729,1
33957,0
16203,1
6506,0
4405,1
36868,0
916,0
35674,0
24734,0
27693,1
36021,1
22238,1
2810,1
18754,1
34969,0
7238,1
2726,0
18545,0
428,0
30822,0
2439,0
20130,0
28145,0
18258,0
35491,0
244,1
32332,0
28761,0
3907,1
15111,1
29180,0
9317,0
31740,0
4282,0
33807,0
20462,0
22997,1
7827,1
13047,1
15571,0
6734,0
2786,1
8301,0
12019,0
12883,0
36278,1
33128,0
25837,0
11580,0
10097,0
11651,0
940,1
12675,0
14038,0
6536,0
2450,0
24348,0
13691,1
14286,1
31802,0
7985,0
4510,0
31655,0
35232,0
32046,0
13380,1
32512,0
1973,1
17394,0
20795,0
14327,0
29735,1
25173,1
1897,1
31649,0
13402,0
24287,1
4468,0
28876,0
23677,0
11824,0
30970,0
13280,0
31825,1
26824,0
29439,1
25997,0
30174,0
8631,0
10568,0
15855,0
28433,0
15824,1
14045,0
8510,0
6573,1
18570,0
11371,0
3647,0
12317,0
18981,0
30779,1
1922,0
11375,0
14026,1
26692,1
21328,0
25630,1
21644,0
17881,1
30749,0
5676,0
13204,1
34192,1
30841,1
22118,1
2758,0
13952,1
8716,0
6712,1
11575,0
17907,0
22418,0
28212,0
18674,0
34471,0
2211,1
7216,0
9592,1
24482,1
13580,0
3396,0
33340,0
3227,0
21030,0
9726,1
11458,0
26413,1
32673,1
2851,1
19302,1
22340,0
24046,0
21156,0
27208,0
16737,1
5229,0
956,0
31023,0
4045,1
21162,0
17049,0
35125,0
4486,0
14727,0
26808,0
16394,1
18553,0
18315,1
3895,1
31830,0
29752,0
9425,0
17025,1
24286,1
10051,0
23930,0
31506,0
32784,1
20448,0
4697,1
9800,0
36291,0
30055,0
13611,0
16687,0
16048,1
14835,0
7403,1
20573,0
1395,1
29001,1
16756,0
19426,0
35421,0
30112,0
22474,0
35885,0
30224,0
9535,0
31782,1
6433,1
5837,1
16200,1
2787,0
7473,0
7054,0
9841,0
16212,0
18535,0
23632,1
2961,1
11548,0
256,0
25999,0
36126,0
10089,0
24694,0
33994,0
34361,1
8490,0
7294,0
34113,0
9801,0
1950,0
9923,0
33705,0
7417,0
36819,1
8317,1
28092,0
19611,0
5934,0
14120,0
31372,1
10957,0
24963,0
10059,0
27263,1
34238,0
13409,0
16652,0
18001,0
29588,0
30956,0
34777,0
23454,0
14811,1
3098,0
14553,0
12283,0
17992,0
16970,1
31205,0
27320,0
31843,1
14701,0
3365,1
26087,1
14003,0
28693,1
20319,0
18583,1
26992,1
1591,0
13213,0
13796,0
3153,1
135,0
209,0
30606,0
6495,0
21932,0
2799,0
20350,0
31887,0
7199,0
3558,1
28466,0
9223,1
24281,0
31942,1
7895,1
31030,0
12643,1
2902,0
32281,0
29067,0
7977,0
25100,0
25547,0
17054,1
28750,0
15509,0
14963,0
14795,1
12032,0
32680,1
3330,0
31147,1
15112,0
21557,0
26211,0
12660,0
14416,0
16669,0
17552,1
28577,1
27534,0
22249,0
25214,0
13015,1
27235,1
22703,1
12854,0
13778,1
32129,0
7076,0
16590,0
25838,0
20357,0
8332,1
32220,1
17442,0
5171,1
28118,0
1066,0
53,0
23843,1
21686,0
17152,0
10962,0
15677,0
15704,1
34177,0
15168,0
29314,0
8885,0
30117,0
8029,1
17078,0
10982,0
13437,0
14799,0
11338,0
8467,0
21038,0
36707,1
36251,1
23679,0
28117,0
1759,0
10307,0
10609,0
3694,0
10027,0
28245,0
6945,0
382,0
13997,0
5972,0
30242,0
20721,1
13570,0
476,1
19565,0
28857,0
23224,0
24941,0
5963,0
27813,0
17899,1
9604,1
11389,0
25195,0
17949,0
17783,1
16408,0
26600,0
2939,0
27091,0
4275,0
31835,0
7687,1
7161,0
20106,0
4332,0
2229,1
36210,1
5624,0
22604,1
17743,0
11122,0
16272,1
9375,0
35918,1
25692,0
3408,0
1724,0
13831,1
26002,0
34612,1
31815,0
14598,0
6791,0
34246,0
2654,1
15381,0
23286,1
24726,1
26453,0
8146,1
16640,0
20761,1
21651,0
777,0
27043,1
17572,1
1857,1
35881,0
16777,0
6877,0
13681,1
30397,1
28428,0
24557,1
34975,1
403,0
34276,0
8410,0
7351,0
24111,0
21965,0
20914,0
19332,0
8806,0
24871,0
14093,0
34281,0
22673,1
24093,0
18158,0
33042,0
3343,1
29566,0
7760,0
11750,0
30102,0
11038,0
33897,0
1197,0
22446,0
20590,0
15838,1
10134,0
28425,0
16716,0
2116,0
20065,0
29008,0
16529,0
20660,0
28819,1
12924,0
23738,1
10679,0
27767,0
12838,0
28562,0
1170,0
7684,0
31894,0
9092,0
7743,1
28635,0
35289,0
14843,0
33249,0
36301,0
11891,0
3398,0
21522,1
34408,0
29170,0
26304,0
13193,0
35185,0
22031,0
10498,0
29409,0
12900,0
27880,0
1148,1
12827,0
9135,0
16673,0
25169,0
9287,1
12149,1
28184,1
13037,1
35970,0
17578,0
13349,0
15724,0
6518,1
3588,1
19127,1
28804,1
27533,0
1800,0
34664,0
33277,0
1504,0
4955,0
24091,0
504,0
30934,1
15245,1
31304,0
22930,0
8969,0
11148,1
4439,0
3970,1
36636,0
34799,0
13685,0
25191,0
20536,0
33759,1
24357,0
22270,1
10783,1
2770,0
16752,1
36332,1
21188,0
4836,0
21389,0
27259,0
14186,1
34510,0
30368,0
8277,0
2269,1
29440,1
12606,0
19690,0
27569,1
3705,0
29316,0
6406,0
13848,0
29688,0
18039,0
17675,0
34697,0
29773,0
21596,0
19675,1
16176,0
17,0
6299,1
21158,0
36378,0
26536,0
10925,1
19913,0
18151,0
34963,1
19084,0
22237,0
9085,0
21272,0
16359,0
17517,0
2838,0
6799,0
32259,0
15922,0
22138,0
33800,0
32356,0
36100,1
28583,0
22175,0
25969,0
16618,1
33946,0
25752,0
11071,1
19670,0
20674,0
23768,1
2598,0
27816,1
16751,0
34953,0
1102,1
5892,0
35088,1
14299,0
3585,0
4872,1
35343,1
12416,1
7803,0
1747,0
35327,1
27883,0
11878,0
33438,1
8001,1
33983,0
23725,0
1046,0
18282,0
32540,0
5661,0
4583,1
14255,0
28940,0
31676,0
26057,1
22244,1
25655,1
23597,0
9439,0
1984,0
29674,0
3127,0
5935,0
19634,0
17451,0
11782,0
31870,1
22207,0
31360,0
2228,0
10626,0
3385,1
25269,0
8508,1
24602,1
32149,1
9162,0
19892,0
10565,1
13247,0
34793,0
30551,1
1970,0
17845,1
19911,1
36757,0
36514,0
32052,0
31695,1
7653,0
21261,1
26161,0
29005,0
4580,0
4478,0
15268,0
33375,0
15943,0
18474,1
24976,1
16675,0
13006,1
28943,1
16174,0
30264,1
26292,0
21420,0
35351,0
10619,1
33083,0
5907,0
28676,1
15415,1
3234,0
20941,0
15642,1
16983,0
583,0
28156,0
2806,0
17668,1
4042,0
11935,0
26806,1
6764,1
35656,0
34986,0
18095,0
9710,0
9569,0
24313,1
35495,0
1858,1
26497,0
2656,0
11793,0
28341,0
34838,0
20166,0
29212,0
1706,1
1762,0
10997,0
24683,0
6302,0
27743,1
26981,0
26563,1
16337,1
18345,0
19377,0
1224,1
30933,1
18321,0
23352,1
4565,0
19326,0
12758,0
26369,1
1570,0
258,0
29926,0
8055,0
12449,0
7716,0
13704,0
31373,0
4982,0
5465,0
29211,0
18812,0
29447,1
7945,1
4513,1
28019,0
27269,1
22619,1
13063,0
21819,1
33162,0
29754,0
32190,0
36148,0
15269,1
29539,0
31946,0
13963,0
34991,0
4366,0
1910,0
6461,0
27818,0
21373,0
4400,1
1820,0
22736,1
5635,0
1983,0
27413,1
28387,1
23883,0
8710,0
7135,0
29597,0
34598,0
12227,0
1639,0
27286,0
35430,0
20047,1
13818,1
5506,1
6030,0
6750,0
35037,0
36738,0
22107,0
18613,0
5648,0
34951,1
3897,0
12407,0
15365,0
3953,0
5514,0
28708,0
30351,0
30058,0
2957,0
27590,0
33872,0
31984,0
10488,0
30769,0
14266,0
16312,1
33976,0
25750,0
32918,0
29238,0
1695,1
9772,0
28511,1
36092,0
3355,0
34221,0
17842,1
7385,0
6096,0
23347,0
9025,0
26333,0
1482,0
13460,0
7933,0
23652,0
33212,0
23300,0
19710,0
22312,0
16092,0
3298,0
35835,0
2365,1
23989,0
9302,1
20532,1
28054,1
15527,0
25502,0
14305,0
35333,0
801,0
13141,0
7822,0
2968,0
5368,0
33203,0
35631,0
3291,1
2860,0
29746,1
11932,1
21343,0
2016,0
6755,0
26227,0
13635,0
33398,0
31844,0
371,0
21918,0
10060,0
7265,1
27932,1
7259,0
17956,1
8040,1
15894,0
36795,0
7200,0
11424,0
33786,0
12171,0
11401,0
22808,0
34691,0
29903,0
23064,1
13345,0
31541,0
16889,0
19361,0
19821,1
29245,0
17241,1
14288,0
23840,0
13417,0
32482,1
19297,0
8850,0
18437,0
27146,0
31523,0
10382,1
1098,0
29508,0
16569,1
26080,0
26959,0
21830,0
16666,1
1338,0
29099,0
22819,1
34409,0
2470,0
27080,0
28319,0
27698,0
26111,1
21559,0
10284,0
31552,1
10233,0
15400,1
28439,0
5492,0
29569,1
3207,0
11823,0
26561,0
16317,1
27993,0
29433,1
3452,0
6408,0
18837,1
23475,0
22945,0
14570,1
21144,0
3616,0
12825,0
18033,0
22832,0
17996,1
215,0
21279,1
9102,0
26350,1
5213,0
21453,1
26031,0
11751,0
29406,1
27558,1
16001,1
22558,0
16775,0
33014,0
27049,0
3293,0
7394,0
26799,0
26436,0
1787,1
5304,0
12798,0
17089,0
759,0
34197,0
15809,1
9444,0
8019,1
30193,0
21099,0
3611,1
457,0
3386,0
10429,0
11451,0
16392,0
26193,0
2708,0
20377,1
13118,0
23750,0
29045,0
33973,0
15601,0
6748,0
26714,0
16903,0
16310,0
28381,0
9156,0
28471,1
12281,0
16933,1
10496,0
27804,1
3490,0
29095,0
21975,0
20672,0
25063,0
17865,0
27613,0
4269,0
13174,1
22666,1
29311,0
13210,0
16052,0
16894,1
25144,0
34948,0
15115,0
18272,0
34775,0
13670,0
23427,0
33467,1
1749,1
19060,0
27392,0
25463,0
15193,0
2729,0
11903,0
11460,0
34247,0
22582,0
35556,0
3250,0
8911,0
17833,0
19396,0
24779,0
5724,1
24217,1
17763,1
4160,1
25218,0
20645,1
17804,0
21121,0
1048,1
24337,1
19331,0
14948,1
24065,0
36011,0
25980,0
30255,0
13033,0
5543,0
23654,1
351,0
26334,0
4827,0
7544,0
32702,0
3068,0
22840,0
3086,0
1255,0
6974,1
31728,0
31515,0
12411,0
25064,0
31410,0
28957,0
33956,0
30575,1
13184,0
29464,0
12240,1
33283,1
32818,0
24295,0
1237,1
10037,0
7771,0
30601,0
28994,0
35297,1
23330,0
23281,0
13256,1
17620,0
536,0
30144,0
8672,1
29558,1
16073,0
15653,0
4250,0
20178,0
13115,0
14865,0
9838,0
11324,0
4979,0
22652,0
14369,1
15484,1
27451,0
28265,1
16411,1
26821,0
13832,0
8590,0
32114,0
31057,1
16085,1
887,1
29430,0
36857,0
10591,0
16795,0
9061,0
29135,0
20769,0
2642,0
13083,0
19389,1
13408,1
12443,0
19052,1
26659,0
16445,0
13788,0
26467,1
4799,1
11222,0
3739,0
24950,0
1596,0
5673,0
17086,1
8291,1
20147,0
25231,0
5527,0
7175,0
10409,0
8780,1
3116,1
571,1
15705,1
25380,1
8249,1
6010,0
9257,0
8832,0
36897,0
21933,0
25900,0
24291,0
27350,0
9967,0
10673,0
18759,1
16365,1
12121,0
19575,1
838,1
1064,0
29025,0
2884,1
17163,0
35945,0
8669,0
36186,0
9413,0
17684,0
34524,0
27592,0
27556,0
21550,1
20972,0
16250,0
32174,0
4133,0
25809,0
26119,0
28484,0
35208,0
33573,0
6562,1
10897,0
20010,1
8241,0
2683,0
13111,0
3816,0
25000,0
35661,0
12,0
7438,0
2901,1
10922,0
30125,1
7949,0
17137,1
32610,0
18278,0
3026,0
8303,0
21778,0
4721,0
18071,0
26135,1
25622,1
30523,1
291,0
1270,0
13559,0
9949,0
11404,0
7678,1
8715,0
7586,1
31950,0
33174,1
31879,1
28058,0
21277,0
21217,0
27455,1
990,1
19726,1
6332,1
4084,0
34508,0
17746,1
13955,0
14907,0
10386,1
26348,0
30118,0
14979,0
6770,0
592,0
8682,0
6668,1
8429,0
26089,1
7795,1
24385,0
25930,0
22185,0
14326,0
15427,0
34344,1
12108,0
17046,0
10951,0
26900,0
13245,0
5922,0
34689,1
14533,1
18569,0
10926,1
19107,0
2161,0
11057,0
20805,0
1939,0
12584,1
23222,0
34645,0
18112,0
22286,1
4442,1
32383,1
33295,1
25753,0
34881,0
5175,0
26790,0
16410,1
472,0
2195,0
36280,1
23933,0
26814,0
33648,0
14132,0
13163,0
8306,0
17033,0
16326,0
11976,0
25473,0
1627,0
8198,0
29753,0
34132,1
8587,0
17904,0
18985,0
26569,0
27191,1
11865,0
33086,0
2945,0
19980,1
16206,0
14094,1
35154,0
23164,0
24006,0
22612,0
8781,0
36826,0
14703,1
7009,0
9815,1
0,1
20265,0
2403,0
991,0
2512,0
32173,0
5418,0
36042,0
29042,1
36005,1
16296,0
33425,1
33562,0
29550,0
29512,0
27044,0
12775,0
16328,0
24862,0
29788,0
24498,1
8037,1
21300,0
36545,0
7094,0
10507,0
2254,1
3561,0
13783,1
1761,1
33746,1
12804,1
6929,0
33732,1
8890,0
22099,0
7371,1
18404,0
5557,1
7237,0
5407,0
24125,1
9513,1
30604,0
21206,0
1160,0
36373,0
22909,0
5712,0
5395,0
5402,1
12818,0
34626,0
25384,0
2160,0
32186,1
23566,0
29152,1
23184,0
2877,1
32627,0
6324,1
25070,0
12299,1
1526,0
195,1
12962,0
18556,0
24080,0
6732,1
30052,0
30361,1
29632,0
25851,0
6553,0
7975,0
11941,1
3492,0
22092,0
20916,0
14315,0
19406,1
35879,0
14051,0
36570,0
15837,0
2632,1
7176,1
16984,0
19668,0
21998,0
14681,1
7061,0
18703,0
19160,0
20384,0
21199,1
33085,0
19827,0
22925,0
5923,0
1133,0
13875,0
7831,1
11118,0
14403,1
11658,1
25358,0
34761,1
7005,0
6671,0
34709,0
5374,1
16837,0
25680,0
30062,0
29203,1
9603,0
36863,1
34170,0
25513,1
29980,1
3276,0
11572,0
23019,0
6274,0
2775,0
25046,0
35391,1
16375,0
21400,1
6935,0
18298,0
22036,0
22083,0
9867,0
4159,0
10632,0
5224,0
30773,0
12707,1
8164,0
5450,0
29667,1
24887,0
25311,0
18106,1
2488,0
4127,0
10122,1
21619,0
31713,0
31257,0
29142,0
14935,1
10901,0
9284,1
27849,0
9696,0
7953,1
34089,0
21863,0
36761,0
33379,0
24670,0
17580,0
17379,0
16701,1
10042,0
4626,0
26625,0
344,0
14133,1
3208,1
35801,1
12203,0
18139,1
20966,0
17389,1
34317,0
31637,0
21680,1
29522,0
6728,0
4785,0
5113,0
28026,0
36223,0
34251,0
21293,0
5758,0
20712,1
15333,0
34789,0
16022,0
7815,1
4125,0
30799,1
17948,0
12040,0
10605,0
30289,0
11919,0
36697,0
1116,0
16956,0
34643,0
15163,1
5730,0
2025,0
25235,0
2587,1
6263,0
9685,0
4854,1
25747,1
9398,0
30542,0
8914,0
6643,0
6043,0
9492,0
34694,0
20346,0
1453,1
14874,0
10270,0
18977,1
3570,0
9854,1
34716,0
25532,0
30394,0
13295,1
7013,1
811,1
11708,0
31075,0
33264,1
30454,1
23206,0
28243,1
6347,0
21589,0
35914,0
3258,0
16115,0
7421,1
14832,1
18848,0
21302,1
2976,0
1476,0
31375,0
2948,0
32998,0
32292,1
12066,0
20129,0
9280,1
24550,1
4540,0
18420,0
32426,0
2419,1
27242,1
8288,0
11792,0
24239,0
35919,1
22258,0
22848,0
26344,0
30333,1
3311,0
12867,1
36139,0
12322,0
21449,0
10895,0
9963,0
7872,0
1586,0
28233,1
23050,1
911,0
13406,0
14683,1
35646,0
6911,0
231,1
22117,1
13688,0
18044,0
35715,1
1190,1
29071,0
28678,0
3441,1
15014,0
22545,0
15628,1
17984,1
33890,0
5384,0
972,1
18966,0
24922,1
6980,1
6655,0
32848,0
28596,0
4659,0
20243,0
11346,0
6109,0
23907,1
35318,0
29919,0
28795,1
36154,0
3872,0
731,1
23541,1
34944,1
3185,1
23009,0
17321,0
16479,1
8606,0
36487,0
34224,0
9898,0
31864,0
1451,1
5149,0
17344,0
19339,1
924,0
4362,0
23392,0
34222,1
6934,1
16471,0
16492,0
29345,0
17341,0
17393,0
32365,0
12186,1
7734,0
7366,1
18423,0
1829,1
22317,1
8101,0
8188,0
25500,0
3216,0
33175,0
1495,0
26956,0
8403,0
12221,0
3286,0
7764,1
28913,0
5325,0
30978,0
11510,0
32744,1
1150,0
21568,0
17689,0
4002,1
25855,1
16216,0
5258,0
23901,0
4150,0
29465,0
248,1
14438,0
7266,0
30975,0
15841,0
25811,0
23957,0
4687,0
18090,0
10879,0
5109,0
25270,1
21738,0
21471,0
34767,0
3822,1
9837,0
32982,0
13095,1
28551,1
28470,0
23514,1
17539,0
29251,0
19638,0
18363,1
27704,0
27753,0
28735,0
6551,0
17075,0
27598,0
12520,0
15783,0
20643,1
34652,0
21171,1
10946,1
15167,0
24884,1
9690,1
8111,0
36296,0
21608,0
22974,1
6016,1
34373,0
16437,0
8207,1
23921,0
32912,0
21253,0
12531,0
34294,0
7575,0
22547,0
20011,1
30952,0
5942,0
5197,0
349,1
30221,0
7726,0
5619,0
12950,1
35128,1
29564,0
36188,1
17650,0
7940,1
4409,0
23442,1
14959,1
29175,0
35111,1
25632,0
35155,1
23245,1
31540,0
14449,0
12442,0
30923,0
32854,0
27234,0
2322,0
20421,0
9422,1
2941,0
15247,0
33991,0
34979,0
27611,0
18115,0
36181,0
9346,0
5753,0
19809,0
32142,0
35565,0
1714,0
21210,0
17994,1
21874,0
4503,1
36760,1
30233,0
23702,0
13132,0
10706,1
32446,1
9060,0
18536,1
34973,1
32110,0
3481,1
35963,1
21194,0
25299,0
447,0
11623,0
33251,0
35350,0
1839,1
18739,0
19874,0
13959,1
12256,0
12884,0
26681,0
32399,0
15669,0
36578,0
29278,0
369,1
24068,0
8570,1
23941,1
3036,0
29845,0
11727,0
16787,0
34370,0
21693,0
2788,0
22858,0
27914,0
35440,0
31386,0
10187,0
3030,0
8440,0
5944,1
6629,0
18377,0
12574,0
27758,0
13886,1
35587,1
10893,0
11356,0
19034,0
5878,1
13281,0
7264,0
846,0
35840,0
26804,0
20373,0
31559,1
12079,1
26775,0
4146,0
7662,0
23248,1
14284,0
17439,1
6072,0
16735,0
13022,0
934,1
7197,1
30341,0
19119,0
34262,0
5966,0
21298,0
32139,0
28073,0
10664,1
30422,0
27349,0
13996,1
32083,0
18291,0
15913,0
16209,1
10056,1
22486,0
21915,0
31537,0
13146,0
35594,0
16475,1
3338,0
9331,0
32578,0
301,0
11366,0
28760,1
18580,0
24792,0
30999,0
28094,0
22609,1
14848,0
3018,0
27306,0
31470,0
753,0
25350,1
12580,1
29805,0
4632,0
27950,0
16102,0
21475,0
5220,0
3958,1
36673,0
5292,0
10054,0
23212,0
6224,0
6644,0
27716,1
19228,0
28139,1
6933,0
24812,1
17132,1
14179,1
9159,0
7855,0
34085,0
29905,1
28620,0
24572,0
36330,0
29306,0
1326,0
13830,0
2759,1
15552,0
23167,1
34703,0
8100,1
26633,0
7375,0
29567,0
21784,0
25758,0
36801,0
27745,0
22626,0
33215,0
29427,0
33716,0
6214,0
30219,0
12680,0
7944,1
25531,0
34919,0
14473,0
32547,0
7025,0
9953,0
22570,0
31101,0
10096,0
31392,0
7011,0
16718,0
22072,1
28377,0
12539,0
12932,0
35266,1
24559,0
1607,0
16815,0
34488,1
4487,0
11105,0
31051,1
23590,0
640,0
33253,0
5061,0
7014,0
5719,0
31953,1
26427,0
20756,1
7,1
26407,0
3499,1
29833,0
20084,0
8903,1
23172,0
30586,0
20732,0
3167,0
1025,0
28495,0
18588,1
17382,0
18177,1
36728,0
30234,0
36689,1
28338,0
24755,1
8298,0
24123,0
8818,1
31315,0
29992,0
11138,0
2833,0
2723,1
8353,0
18664,1
5413,1
2428,0
25239,0
19491,1
17406,0
21331,0
4840,1
34146,0
2782,0
13812,0
25897,1
26652,0
14141,0
30895,0
29888,0
22333,0
16791,1
36165,0
35691,1
34263,0
3118,0
30157,1
21193,1
13468,0
14902,1
410,0
34432,0
35724,0
32084,0
20040,0
34231,0
28982,0
28402,0
24763,0
14652,0
9752,0
17973,0
29295,0
12255,0
7660,1
2028,1
6605,1
9698,1
8650,1
21115,0
28700,0
26712,1
13987,1
24803,1
26927,0
35252,0
17659,0
35668,0
25083,0
13389,0
27720,1
31752,0
10882,0
9391,0
19235,1
31316,0
3904,1
3268,0
820,1
11453,0
24588,0
36289,0
9075,0
33145,1
7104,0
192,0
5785,0
6411,1
36122,1
13603,0
30200,1
19554,0
5582,1
22366,1
11984,1
25642,0
15061,1
25300,0
21476,0
3967,0
30384,0
2483,0
9370,0
13855,0
15567,1
5588,0
4322,1
33792,0
10519,0
10003,0
32080,1
12313,0
20652,0
19649,1
15019,0
36380,0
29275,1
2605,0
23548,1
22631,0
11422,0
18603,0
28411,0
6829,0
9699,0
3352,0
15003,0
21961,0
18481,0
33051,0
6751,0
7740,0
33195,0
32963,1
11879,1
22489,1
27588,0
10427,1
27680,0
17021,1
27982,0
5956,0
34729,1
16998,0
12669,0
26966,1
13590,1
6198,1
2809,0
15862,0
32187,0
36310,1
25979,0
24916,0
19485,0
21688,0
3987,0
27824,0
28722,1
7022,0
5695,0
24739,0
35182,1
11859,1
34,0
28788,1
13552,0
17092,1
22424,1
15825,1
18210,1
27151,1
36814,0
23244,0
9481,0
21010,0
16405,1
10235,0
25051,1
17571,0
19137,0
15707,1
25611,0
10919,0
19942,0
10146,0
19840,1
17157,0
31565,0
27230,0
3387,0
15981,0
23177,0
36067,0
19671,0
11447,0
33222,0
27893,0
10443,1
32339,0
23666,1
24084,1
32863,0
24843,0
34236,0
21326,0
6591,0
1828,0
9426,0
27210,1
27377,1
13237,0
3066,1
35341,1
1703,0
30485,0
30239,0
30182,0
14774,1
11358,0
21405,0
2014,0
8259,0
8333,1
15316,0
14196,0
33861,0
22223,0
2316,0
13028,0
9750,0
17330,1
31600,0
328,0
2900,0
6724,0
13104,0
869,0
3890,0
16373,0
11625,1
2414,0
25766,0
22632,1
22235,0
15136,0
2675,0
8813,0
29612,0
32307,0
11559,0
34758,0
2114,0
7284,0
28189,0
32742,1
35866,1
2467,1
5776,0
19619,1
11115,0
34833,1
14573,1
2477,0
16911,0
8725,0
13800,1
25719,0
21937,1
19539,0
36334,1
24988,1
24453,0
3683,0
24143,0
12388,0
34788,0
34992,0
1346,1
35706,0
5295,0
27410,0
7658,0
5929,0
24534,0
12459,0
11995,0
36641,0
4162,0
16864,0
23807,0
5747,0
4681,1
11814,0
18529,1
30246,0
9469,0
14742,1
29479,1
33106,0
14073,0
27659,1
26437,1
32851,0
16763,1
22994,0
25621,0
9753,1
15830,1
21983,0
32806,0
6532,1
25271,0
3222,0
23571,0
25477,0
28296,0
5114,1
18646,1
573,0
20205,0
13284,1
15876,0
36875,0
26607,0
11821,1
13741,0
18311,0
12948,0
23589,0
24672,0
21647,1
16517,0
21585,0
30743,0
11431,0
27578,0
19972,0
33571,0
4825,0
5354,0
4288,1
18824,0
18506,0
35504,0
25002,0
22033,0
24398,1
35085,0
36152,0
15084,0
27675,1
36057,1
21662,0
13869,0
15261,0
2740,1
23134,0
27347,1
29689,0
33442,0
16390,0
35923,0
19663,0
3204,0
24342,1
11737,1
20689,1
27596,1
27783,0
18555,0
22131,0
510,1
16318,0
29722,0
14366,0
6873,1
30848,0
893,0
19258,0
36878,0
14635,0
25559,1
34332,0
2394,1
27739,0
32796,0
25033,0
18803,0
13716,0
9619,0
9097,0
1871,0
1328,0
1314,0
12813,0
13195,0
23159,0
12419,0
16247,1
11757,0
3114,0
23798,0
17515,0
7535,1
24723,1
33523,0
2119,0
18571,1
4225,0
11053,0
32830,0
2244,1
4599,1
28629,0
15211,1
20275,0
36372,0
27225,1
33218,1
13542,1
26424,0
23564,0
31856,0
34265,1
19683,0
16942,0
18121,1
22592,0
19217,0
10868,0
21772,0
34175,1
4920,1
32233,1
34642,0
36830,1
33144,1
1670,0
6454,1
23116,0
33871,1
5471,0
14993,0
33699,0
405,1
3641,0
35598,1
3360,0
33243,0
16626,1
5363,0
28963,0
32353,0
24658,0
18335,0
29466,0
12658,0
14860,0
15588,0
21459,0
32674,0
25544,1
22854,0
18598,1
27486,1
29781,0
9245,0
9510,0
9369,0
113,0
23578,0
26797,0
3681,0
9524,1
10170,0
35279,1
25089,1
28914,1
22601,0
32002,0
26125,0
21517,0
31052,0
12097,0
13440,1
35973,1
12877,1
15104,1
15459,0
29912,1
8926,0
16434,0
800,0
19522,1
21521,1
31550,0
31321,0
22638,1
21862,0
30148,1
14199,1
36352,1
5733,0
16544,1
3446,0
26410,0
10846,0
21029,0
235,0
2487,0
28962,0
33852,0
27435,0
13977,0
6102,0
3767,0
24713,0
33874,0
6556,0
21479,0
25742,0
27697,0
19482,0
1276,1
7480,0
14909,0
3630,1
34552,0
36371,0
11679,1
34996,0
33255,0
30165,0
32495,0
9631,1
32016,0
28508,0
30713,1
21710,1
33961,0
29767,0
637,0
14625,0
9989,0
7931,0
35170,0
16281,0
6126,0
22153,0
18469,1
18891,0
5914,1
5365,1
8042,1
31188,0
16028,0
15436,0
2872,0
24373,1
5,0
11979,0
25230,0
23409,1
11444,0
954,0
5311,0
15646,0
20627,0
10992,1
27925,0
33709,1
33126,0
3058,0
21286,0
34191,1
12648,0
9888,0
4783,0
11910,0
29678,0
22644,0
14526,0
31251,1
21801,0
28705,1
27885,1
24767,0
23337,0
36791,0
21481,0
23865,0
13867,0
30958,0
10337,0
19091,1
9122,0
22295,0
8792,0
17839,0
34046,0
3131,1
18393,1
7295,0
13042,0
20318,0
10820,0
26774,0
11550,0
24189,0
20607,0
14689,1
22263,0
30307,1
21142,0
23241,0
23828,0
9502,1
27575,0
24987,0
390,0
19345,0
1938,0
2919,0
15885,0
7439,0
33080,0
5093,1
10578,0
30631,1
20442,0
20269,0
14512,1
33436,1
30854,0
20538,0
31572,1
8313,0
2797,0
22038,0
33817,1
8833,0
22605,0
11160,0
28918,0
2569,0
7763,0
29405,1
12482,0
28604,0
13625,0
26015,0
25671,1
2089,1
33233,1
24757,0
19173,1
12076,0
21702,0
31187,0
24349,1
17416,0
25791,0
17722,0
35910,0
2508,0
20235,0
2459,0
