,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL
5608,3:00,6ALTE,3.3244,2.4276,2.5092,0.0846,24.2504,0.8916,1.0609,0.0101,4,2,6
14706,22:00,4CLTE,17.2449,2.7843,0.8107,0.1005,17.5104,0.523,1.5785,1.287,6,5,11
17522,23:45,5ALTE,2.627,0.707,0.096,0.024,3.591,0.288,1.031,1.011,3,2,5
22288,16:45,8ALTE,19.137,2.594,0.7383,0.1017,27.5268,0.9091,1.3693,1.1762,7,5,12
15831,23:30,6CLTE,6.366,1.213,0.498,0.139,31.232,1.036,1.112,0.01,4,3,7
36336,23:45,7CLTE,0.202,0.909,0.601,0.032,21.294,0.721,1.051,0.01,3,2,5
3915,9:15,7VLTE,1.516,2.829,0.312,0.046,9.732,3.17,1.223,0.01,5,4,9
35523,0:00,7VLTE,0.707,1.516,0.16,0.024,5.088,0.321,1.091,0.01,4,2,6
15047,1:30,8ALTE,10.913,4.951,2.086,0.064,31.615,0.924,1.202,1.061,4,3,7
5362,0:15,6VLTE,2.425,8.791,1.622,0.059,15.529,0.545,1.263,0.01,5,4,9
18138,20:15,8CLTE,7.276,0.808,0.294,0.032,9.202,0.401,1.112,1.021,4,2,6
22865,1:30,8CLTE,4.042,0.606,0.138,0.185,7.91,26.837,1.112,1.011,3,2,5
13034,12:30,3BLTE,20.109,5.255,1.024,0.101,30.964,1.094,1.445,1.394,8,6,14
17868,8:15,6ALTE,1.606,0.6988,0.4658,0.0247,9.3481,0.203,1.0555,0.0104,4,2,6
35527,6:45,7CLTE,0.1024,0.4166,0.0653,0.0181,2.2888,0.3574,1.0105,0.0103,3,1,4
365,6:15,7CLTE,0.0,0.404,0.067,0.012,4.45,0.228,1.011,0.01,2,1,3
11327,20:30,10ALTE,9.9952,1.2747,0.2735,0.0392,23.1372,0.5423,1.1779,1.0893,5,3,8
32967,19:00,6VLTE,2.1084,2.986,0.3181,0.0541,9.2617,0.5204,1.2258,0.0103,5,4,9
23730,4:30,1ALTE,1.415,0.505,0.098,0.01,3.029,0.163,1.021,1.011,3,2,5
2491,11:00,9BLTE,3.739,0.505,0.056,0.016,2.72,0.274,1.081,1.021,4,2,6
22460,9:00,10BLTE,0.6212,0.4177,0.019,0.0103,0.2527,0.1368,1.0437,1.0548,2,3,5
35982,20:00,6WLTE,2.324,9.499,1.439,0.075,18.188,1.242,1.384,0.01,5,3,8
16324,1:00,8ALTE,14.4454,2.4565,0.7186,0.076,42.5083,1.5934,1.2385,1.1264,5,4,9
23012,2:30,1ALTE,5.356,1.112,0.437,0.022,38.9,0.872,1.031,1.021,3,2,5
11630,19:30,3ALTE,13.9483,2.4429,0.413,0.0965,17.3718,8.0002,1.1643,1.1733,5,4,9
7208,7:15,5BLTE,5.356,0.505,0.02,0.008,1.164,0.249,1.051,1.011,3,2,5
11776,7:45,10BLTE,1.213,0.505,0.046,0.009,1.624,0.084,1.031,1.011,2,2,4
25952,23:30,2ALTE,1.5236,0.995,0.5617,0.0412,17.263,0.5749,1.035,0.0103,3,1,4
1909,5:45,7VLTE,1.011,1.92,0.298,0.016,18.929,0.432,1.061,0.01,4,2,6
31955,14:30,3CLTE,10.408,1.011,0.156,0.033,5.235,0.577,1.101,1.041,4,3,7
33439,6:00,5ALTE,1.314,0.404,0.023,0.01,1.12,0.199,1.112,1.021,3,2,5
12676,10:45,7WLTE,2.324,6.568,0.624,0.063,19.725,1.071,1.304,0.01,6,4,10
29080,9:00,7ULTE,1.213,2.728,0.354,0.04,19.603,1.198,1.192,0.01,5,3,8
18527,14:30,6WLTE,1.617,2.728,0.339,0.05,18.649,0.807,1.273,0.01,6,3,9
552,1:00,6ALTE,3.6913,0.8168,0.4124,0.0223,30.4446,0.897,1.0915,0.0104,3,2,5
11712,3:15,9ALTE,0.303,0.404,0.069,0.021,1.701,0.142,1.011,1.011,1,1,2
24317,18:00,3CLTE,11.419,4.345,1.488,0.093,25.713,0.999,1.344,1.162,5,4,9
716,2:45,3CLTE,0.303,0.404,0.01,0.005,0.076,0.044,1.011,1.011,2,1,3
7474,8:30,10BLTE,6.467,0.909,0.258,0.036,8.377,0.791,1.101,1.021,4,2,6
12823,14:30,6CLTE,5.2305,0.6405,0.1789,0.0212,10.463,0.4273,1.0686,0.0105,3,2,5
19639,13:30,6CLTE,9.499,2.021,0.43,0.042,10.522,1.008,1.112,0.01,3,3,6
14371,23:00,10CLTE,6.2243,1.0343,0.2357,0.0414,10.8257,0.6899,1.1884,1.0679,4,4,8
30121,4:45,10CLTE,1.3142,0.4106,0.018,0.0141,0.6968,0.1328,1.0752,1.0273,3,2,5
30899,17:30,6CLTE,8.4799,1.8888,0.7585,0.0675,10.7765,1.1089,1.2489,0.0107,5,4,9
17965,4:15,10CLTE,1.112,0.404,0.021,0.011,0.387,0.154,1.011,1.011,2,1,3
16404,19:15,9BLTE,4.9787,0.6181,0.1466,0.3456,8.3081,8.8861,1.0921,1.1016,3,3,6
6589,20:00,7VLTE,2.425,8.69,2.033,0.153,41.466,1.822,1.778,0.01,8,4,12
21985,6:00,8CLTE,0.606,0.404,0.059,0.026,0.852,0.755,1.011,1.011,1,1,2
32763,17:00,7VLTE,1.415,2.829,0.147,0.042,10.034,1.121,1.283,0.01,5,3,8
27117,1:00,7BLTE,0.101,0.505,0.071,0.014,7.796,0.418,1.091,0.01,4,2,6
27946,6:30,4ALTE,2.021,0.909,0.68,0.037,20.93,0.861,1.011,1.011,2,2,4
398,10:00,7BLTE,0.505,1.819,0.75,0.057,19.387,0.703,1.374,0.01,6,3,9
1955,23:45,4ALTE,3.335,0.606,0.118,0.016,10.206,0.429,1.031,1.011,3,2,5
13516,23:15,6CLTE,4.59,1.0087,0.2894,0.0293,6.2871,0.2759,1.1537,0.0103,4,3,7
29192,12:15,7ULTE,3.84,8.488,1.189,0.093,29.408,3.422,1.475,0.01,7,4,11
6335,0:00,1BLTE,14.854,1.718,0.534,0.06,20.916,2.963,1.263,1.061,5,4,9
15604,22:00,6WLTE,1.0152,7.2951,0.9836,0.05,17.6233,0.4957,1.1589,0.0104,4,3,7
562,16:00,10CLTE,2.93,0.606,0.166,0.014,4.504,0.151,1.041,1.011,4,2,6
31165,5:00,1CLTE,14.551,0.707,0.117,0.035,9.2,0.88,1.091,1.041,4,3,7
34939,9:00,8BLTE,13.945,2.526,0.596,0.067,12.669,0.975,1.243,1.071,5,4,9
5689,12:00,7ALTE,0.404,1.213,0.228,0.038,17.799,0.607,1.192,0.01,4,3,7
13457,10:00,6ULTE,0.0,0.0,1.028,0.077,32.451,0.739,1.405,0.01,6,3,9
266,7:00,7ULTE,0.202,1.011,0.175,0.019,20.024,0.34,1.071,0.01,3,2,5
2940,11:00,10BLTE,9.499,2.021,1.033,0.065,92.093,3.372,1.152,1.031,4,3,7
18890,12:15,8CLTE,6.063,0.808,0.109,0.021,4.254,0.335,1.061,1.021,3,2,5
34792,0:30,4CLTE,18.896,2.223,0.865,0.111,24.233,1.386,1.314,1.112,5,5,10
15483,14:00,3ALTE,24.5699,4.1607,1.2803,0.1534,22.6939,1.7074,1.5067,1.2826,7,7,14
15340,1:00,8ALTE,12.833,4.446,1.363,0.065,23.965,0.849,1.172,1.081,4,3,7
26215,0:00,5ALTE,2.425,1.011,0.385,0.037,22.165,0.988,1.051,1.011,3,2,5
27333,20:15,1BLTE,20.412,3.436,1.142,0.099,23.837,1.022,1.334,1.122,5,6,11
24338,16:45,6ALTE,15.764,4.042,2.346,0.105,42.419,1.015,1.354,0.01,6,4,10
6175,14:15,1ALTE,23.343,4.244,1.167,0.143,34.679,1.1,1.485,1.273,7,5,12
26840,6:45,7WLTE,0.202,0.808,0.009,0.012,0.138,1.127,1.021,0.01,2,2,4
16385,19:00,5BLTE,13.238,1.516,0.267,0.035,17.747,1.016,1.182,1.091,5,4,9
22900,7:30,10CLTE,2.526,0.505,0.028,0.015,4.194,0.118,1.021,1.011,2,2,4
6741,2:45,8ALTE,6.8157,1.3067,0.7035,0.0539,42.0061,1.2809,1.1514,1.0823,4,2,6
10564,6:15,5CLTE,3.6114,0.5028,0.0336,0.0166,4.8851,2.3158,1.0407,1.045,3,3,6
9852,15:00,3CLTE,7.478,2.425,0.451,0.026,12.65,1.052,1.091,1.031,3,3,6
31275,1:45,6BLTE,12.5505,1.1708,0.3034,0.0441,25.7942,0.7488,1.2342,0.0103,7,3,10
5420,3:00,1CLTE,17.987,1.011,0.325,0.036,17.012,0.757,1.122,1.041,4,3,7
29443,14:15,4BLTE,28.092,4.749,1.339,0.15,59.504,1.443,1.627,1.233,7,5,12
34921,11:15,10CLTE,9.499,1.213,0.384,0.042,45.754,0.78,1.122,1.051,4,4,8
24375,19:45,6ALTE,13.238,1.011,0.181,0.073,7.461,1.024,1.122,0.01,4,3,7
17471,22:30,5ALTE,5.154,1.314,0.425,0.106,30.741,1.675,1.142,1.051,4,4,8
11342,22:00,1CLTE,33.3178,5.4813,1.3671,0.1866,29.5779,1.8225,1.9076,1.7812,10,9,19
31254,0:45,4BLTE,15.461,1.617,0.548,0.067,14.919,0.863,1.253,1.071,5,4,9
20752,0:00,4CLTE,17.1277,1.8816,0.7223,0.0729,24.8571,0.4887,1.2687,1.0957,7,4,11
26487,15:15,3BLTE,19.098,3.234,0.754,0.09,17.792,1.23,1.546,1.213,6,5,11
16032,8:00,7VLTE,0.707,1.415,0.269,0.033,9.774,0.64,1.213,0.01,4,2,6
3089,16:30,10ALTE,7.175,0.707,0.155,0.036,4.797,2.288,1.101,1.031,3,3,6
27048,13:00,2ALTE,0.202,0.404,0.013,0.013,0.27,0.095,1.011,0.01,1,1,2
26593,20:30,7ULTE,1.718,7.175,1.054,0.092,16.381,1.315,1.415,0.01,6,3,9
20669,1:30,5BLTE,8.185,1.516,0.624,0.033,37.638,0.926,1.112,1.041,4,3,7
34580,1:45,4ALTE,2.526,0.505,0.079,0.01,3.884,0.177,1.021,1.011,2,2,4
8600,14:30,9ALTE,4.508,1.0565,0.3136,0.0377,12.7326,0.8317,1.1362,1.0172,5,2,7
34013,8:15,1CLTE,16.774,3.941,1.183,0.076,45.151,1.234,1.253,1.182,5,5,10
22353,15:15,7BLTE,0.2061,1.4267,0.5208,0.0383,28.8222,1.0302,1.2112,0.0101,5,2,7
5706,6:45,6WLTE,0.303,1.314,0.179,0.01,8.721,0.27,1.041,0.01,3,3,6
17894,0:30,10ALTE,8.387,1.213,0.392,0.039,26.317,0.606,1.132,1.071,4,4,8
5000,12:15,10BLTE,8.084,1.112,0.257,0.034,10.994,0.4,1.152,1.091,4,4,8
19902,23:15,10CLTE,4.143,0.909,0.29,0.023,33.753,0.616,1.061,1.021,3,3,6
5337,19:00,6BLTE,18.0971,2.2827,0.4347,0.0441,15.8724,0.7684,1.1843,0.0104,5,5,10
6190,20:15,8ALTE,20.2097,5.2144,2.351,0.1023,62.1419,1.1373,1.3592,1.1607,6,5,11
6383,11:15,7BLTE,0.404,1.011,0.22,0.045,9.313,1.635,1.314,0.01,6,3,9
31582,7:15,6WLTE,0.606,1.718,0.361,0.033,7.041,0.429,1.132,0.01,3,3,6
27362,10:15,8BLTE,5.0914,1.0499,0.2579,0.0246,13.8153,0.4819,1.0914,1.0264,4,2,6
22552,4:00,9ALTE,2.425,0.909,0.617,0.036,27.362,0.726,1.051,1.021,3,2,5
10518,11:15,10BLTE,5.76,0.707,0.078,0.02,5.814,0.308,1.081,1.011,4,2,6
25256,5:00,7WLTE,0.0,0.707,0.011,0.006,0.19,0.031,0.99,0.01,2,1,3
30363,4:45,10ALTE,1.718,0.404,0.021,0.017,0.573,0.101,1.021,1.011,2,2,4
19415,20:30,6ALTE,10.8948,3.9982,1.3612,0.0907,21.9807,1.8704,1.3554,0.01,6,3,9
8805,21:45,7WLTE,2.7504,5.78,1.0952,0.0548,14.6101,0.6841,1.1695,0.0103,5,5,10
35650,18:45,8CLTE,3.7289,1.2096,0.5652,0.0377,26.9762,0.7049,1.0711,1.079,4,2,6
36234,8:45,5ALTE,8.084,2.122,0.416,0.045,22.83,0.537,1.122,1.061,4,3,7
31242,8:00,3BLTE,7.882,1.516,0.742,0.054,25.463,0.915,1.122,1.031,4,3,7
15556,2:30,1BLTE,12.1214,1.6114,0.509,0.0605,11.9875,0.5884,1.1665,1.0209,4,3,7
18720,17:30,7VLTE,0.8944,1.6791,0.2016,0.023,6.113,0.4482,1.1025,0.0106,3,3,6
2103,14:45,7WLTE,0.7197,2.4401,0.2981,0.0355,7.1421,0.9552,1.1068,0.0106,4,2,6
27029,0:30,5CLTE,7.6789,0.795,0.1349,0.0203,3.3984,0.2353,1.143,1.0586,5,3,8
7296,7:30,7WLTE,0.3176,0.902,0.0711,0.019,6.5009,1.6638,1.1103,0.0104,3,2,5
35530,13:15,10CLTE,5.255,0.606,0.072,0.015,6.212,0.28,1.051,1.031,3,3,6
1458,18:00,10BLTE,3.8466,0.7431,0.2479,0.0284,7.0431,0.8734,1.1342,1.0566,4,2,6
23972,16:30,7ULTE,3.234,9.701,1.288,0.096,18.406,1.613,1.576,0.01,6,4,10
6686,15:00,4BLTE,30.921,3.537,1.062,0.162,13.364,1.219,1.597,1.263,8,5,13
32387,0:15,6ALTE,3.335,0.606,0.198,0.02,11.401,0.454,1.031,0.01,3,2,5
28663,3:45,6CLTE,2.122,1.112,0.409,0.014,4.456,0.27,1.021,0.01,2,2,4
8126,14:45,7VLTE,2.829,4.951,0.502,0.099,12.925,0.859,1.475,0.01,6,4,10
2693,9:45,3CLTE,3.3283,0.8107,0.2021,0.0266,6.4637,0.5401,1.0652,1.0631,4,4,8
24031,11:15,7ALTE,1.314,1.314,0.239,0.051,5.93,1.633,1.283,0.01,5,3,8
19113,18:00,7ALTE,0.3122,1.1419,0.1692,0.0296,5.4972,0.5972,1.1334,0.0102,4,2,6
16275,14:00,4CLTE,27.789,3.739,0.765,0.117,32.115,0.726,1.394,1.516,6,7,13
21872,9:45,6VLTE,1.415,3.234,0.617,0.058,26.099,1.236,1.202,0.01,4,3,7
9372,17:45,7VLTE,1.415,3.436,0.683,0.037,15.128,0.597,1.122,0.01,4,2,6
26237,2:45,6ULTE,0.202,0.909,0.102,0.021,2.896,0.28,1.021,0.01,2,2,4
14494,12:15,4CLTE,19.503,8.286,1.62,0.083,49.594,0.777,1.425,1.546,5,6,11
7839,0:45,6VLTE,3.638,4.85,0.808,0.073,20.028,0.671,1.324,0.01,5,4,9
1698,12:15,5ALTE,17.179,2.728,0.554,0.074,13.87,0.996,1.253,1.081,6,4,10
21437,12:30,3CLTE,4.2966,0.7355,0.1522,0.0305,4.6264,0.2749,1.0729,1.0751,5,3,8
26187,16:00,3BLTE,20.715,4.648,1.37,0.08,64.199,0.896,1.405,1.132,6,4,10
24086,8:45,6CLTE,5.558,0.707,0.128,0.021,9.83,0.363,1.051,0.01,3,2,5
2172,20:30,1BLTE,17.785,1.819,0.408,0.078,18.679,1.628,1.293,1.091,6,4,10
8426,18:00,8BLTE,15.3969,3.0231,0.9957,0.0949,33.1176,1.3162,1.3598,1.0647,5,4,9
5099,11:45,4CLTE,14.248,2.425,0.522,0.049,21.388,0.922,1.192,1.162,4,5,9
20419,6:00,9ALTE,1.617,0.505,0.198,0.029,12.268,0.396,1.021,1.011,2,1,3
17523,1:15,10ALTE,7.377,1.415,0.583,0.044,19.348,0.66,1.112,1.061,4,4,8
24129,1:45,6VLTE,1.1581,2.0583,0.2508,0.0406,8.2131,1.2194,1.1835,0.0104,4,3,7
2048,14:00,1BLTE,18.694,2.021,0.619,0.092,20.847,1.51,1.283,1.101,5,4,9
29780,6:30,5ALTE,0.505,0.404,0.074,0.012,3.331,0.104,1.011,1.011,1,1,2
10563,2:45,10ALTE,3.5007,0.7416,0.5199,0.0214,18.8055,0.6809,1.0873,1.0113,3,3,6
12247,8:00,7VLTE,0.707,1.718,0.265,0.033,19.462,0.88,1.101,0.01,4,3,7
35669,4:00,6CLTE,1.011,0.404,0.016,0.011,0.162,0.117,1.021,0.01,2,2,4
21175,13:15,6ULTE,2.122,2.829,0.469,0.061,19.427,2.172,1.364,0.01,6,4,10
9680,11:45,3CLTE,8.791,1.112,0.318,0.033,49.729,1.616,1.101,1.031,4,3,7
20746,22:15,8ALTE,30.4871,4.4607,1.4999,0.2128,22.7994,6.421,1.8655,1.3312,9,6,15
26961,13:00,7WLTE,1.415,1.92,0.306,0.051,21.178,0.557,1.263,0.01,5,4,9
22146,20:00,4CLTE,18.694,5.659,1.444,0.083,27.938,0.816,1.324,1.202,6,5,11
6480,3:45,7ALTE,0.1045,0.5263,0.294,0.0158,8.5175,0.1843,1.0456,0.0107,2,3,5
138,5:15,9BLTE,0.707,0.404,0.043,0.024,0.946,0.508,1.011,1.011,2,1,3
26616,11:30,8CLTE,11.318,1.213,0.261,0.04,20.639,0.9,1.132,1.041,4,4,8
7159,1:00,1ALTE,9.4407,2.1927,0.8089,0.0434,29.1647,1.4508,1.1238,1.0809,4,4,8
33307,10:30,6VLTE,1.4363,3.0814,0.5248,0.0517,5.3135,8.7537,1.1917,0.0107,4,4,8
16113,8:30,7BLTE,0.202,0.707,0.153,0.024,4.32,0.477,1.132,0.01,4,2,6
9869,5:45,3ALTE,2.122,0.606,0.153,0.019,9.719,0.682,1.061,1.021,2,2,4
30228,12:15,2ALTE,0.808,0.505,0.112,0.017,4.773,0.262,1.021,0.01,2,2,4
25592,19:15,1BLTE,20.311,3.032,0.754,0.137,15.953,3.739,1.485,1.132,6,5,11
36894,16:45,5ALTE,6.7063,1.4877,0.4672,0.0331,44.8174,0.6703,1.0698,1.0363,5,3,8
23809,7:30,4CLTE,5.76,0.606,0.063,0.017,3.223,0.187,1.051,1.051,3,3,6
26475,13:45,7WLTE,0.6992,1.0311,0.0562,0.0439,1.7841,3.6814,1.0594,0.0104,3,4,7
17301,21:00,5CLTE,10.4696,2.6313,0.4365,0.0318,14.5257,0.6719,1.1993,1.1236,4,5,9
14551,0:30,7ULTE,0.303,1.617,0.532,0.023,14.815,0.447,1.071,0.01,3,2,5
25442,3:45,6VLTE,1.112,2.829,0.61,0.024,13.684,0.31,1.101,0.01,3,3,6
8133,0:45,6CLTE,4.042,0.707,0.373,0.024,26.908,0.512,1.051,0.01,4,2,6
16426,16:45,6ALTE,7.0637,0.8018,0.149,0.0308,7.0258,0.6068,1.1558,0.0101,5,4,9
30966,8:45,8ALTE,15.158,1.415,0.391,0.06,19.791,2.952,1.182,1.071,4,3,7
25726,19:30,6VLTE,2.223,3.739,0.416,0.049,11.603,0.642,1.253,0.01,6,4,10
31608,12:45,7VLTE,4.749,19.907,2.266,0.09,17.194,0.898,1.344,0.01,5,4,9
19612,23:00,4CLTE,22.2376,6.1252,2.1796,0.1524,24.8003,10.019,1.5901,1.2228,7,4,11
16514,0:30,1CLTE,27.182,5.154,1.788,0.138,31.389,1.555,1.698,1.253,7,5,12
27145,2:00,7ALTE,0.0,0.404,0.037,0.009,1.677,0.187,1.041,0.01,3,2,5
3636,9:00,8BLTE,16.875,1.617,0.4,0.063,12.472,0.802,1.223,1.071,5,4,9
4731,11:45,1CLTE,25.161,4.143,1.217,0.124,44.473,1.021,1.617,1.415,7,7,14
34863,15:45,10BLTE,6.871,1.011,0.277,0.027,43.637,0.361,1.091,1.031,4,3,7
2164,7:15,2ALTE,0.0,0.41,0.0159,0.0146,0.0298,0.024,1.0603,0.0102,2,1,3
17759,1:15,2ALTE,0.1024,0.4059,0.0121,0.0082,0.0587,0.0288,1.0109,0.01,2,1,3
3134,2:00,1BLTE,4.143,0.909,0.303,0.031,13.024,0.693,1.071,1.021,4,3,7
3042,5:30,7ULTE,0.1039,1.0353,0.0789,0.02,2.2193,0.247,1.0656,0.01,3,2,5
30181,6:30,6CLTE,4.042,0.707,0.284,0.021,9.341,0.424,1.041,0.01,3,2,5
10230,11:45,7WLTE,1.718,3.739,0.768,0.079,22.781,1.072,1.445,0.01,6,3,9
14012,17:00,4ALTE,8.387,1.213,0.326,0.344,17.409,38.405,1.162,1.031,5,3,8
10236,16:15,2ALTE,0.505,0.404,0.013,0.007,0.097,0.073,1.011,0.01,1,1,2
30035,9:00,7ULTE,2.324,3.335,0.511,0.091,13.98,0.732,1.576,0.01,7,4,11
24673,8:45,7VLTE,1.314,3.335,0.669,0.045,16.295,0.599,1.192,0.01,4,3,7
23002,22:30,8BLTE,14.2045,2.2917,0.5941,0.0761,21.9907,1.6587,1.2624,1.0611,6,3,9
4675,3:00,4ALTE,0.505,0.404,0.012,0.007,0.09,0.07,1.011,1.011,1,1,2
23782,7:45,7VLTE,0.505,1.415,0.115,0.018,8.91,0.504,1.122,0.01,4,3,7
14502,12:30,7VLTE,1.011,1.92,0.155,0.027,9.854,0.405,1.142,0.01,4,3,7
7101,21:45,7VLTE,0.909,2.526,0.457,0.042,22.235,1.768,1.152,0.01,4,3,7
3312,1:45,8CLTE,0.404,0.404,0.026,0.012,0.34,0.063,1.011,1.011,2,1,3
33228,15:45,7ULTE,2.728,5.053,1.052,0.121,53.794,5.984,1.364,0.01,7,4,11
2548,6:15,5CLTE,3.638,0.505,0.023,0.005,1.729,0.12,1.041,1.011,2,1,3
29529,19:45,6CLTE,6.669,0.707,0.078,0.023,11.805,0.451,1.081,0.01,4,2,6
6478,6:15,7VLTE,0.202,0.808,0.049,0.006,1.324,0.081,1.031,0.01,2,2,4
1773,21:00,6VLTE,3.7966,13.5378,1.4985,0.092,20.4144,0.8735,1.4874,0.0104,6,4,10
17929,9:00,6ALTE,5.659,1.112,0.448,0.033,46.867,0.558,1.071,0.01,3,2,5
25346,4:00,7ALTE,0.0,0.4095,0.0274,0.0141,0.5428,0.2095,1.0349,0.0106,3,2,5
10098,5:30,3ALTE,1.213,0.404,0.012,0.005,0.178,0.036,1.011,1.011,2,2,4
30091,6:45,6WLTE,0.202,0.909,0.025,0.008,0.811,0.167,1.021,0.01,2,2,4
13056,2:15,10CLTE,3.6979,0.7461,0.2687,0.0283,4.7858,1.0418,1.0641,1.0396,4,2,6
22095,21:00,7VLTE,3.032,5.255,0.725,0.07,24.109,2.239,1.314,0.01,6,4,10
18477,3:45,9BLTE,0.606,0.404,0.011,0.007,0.13,0.068,1.011,1.011,2,2,4
2659,19:15,5ALTE,7.175,2.425,0.389,0.053,8.094,0.643,1.142,1.061,5,4,9
23577,7:30,5CLTE,11.52,1.516,0.463,0.06,21.002,0.621,1.192,1.041,5,3,8
24581,15:30,3CLTE,10.408,2.526,0.683,0.06,14.385,0.479,1.192,1.051,5,3,8
21848,8:30,10ALTE,17.987,2.324,0.707,0.092,18.392,1.071,1.324,1.182,6,6,12
7434,13:15,9ALTE,11.116,1.314,0.258,0.045,10.296,0.414,1.223,1.122,5,4,9
2502,5:00,7ALTE,0.0,0.404,0.015,0.007,0.112,0.139,1.011,0.01,2,1,3
8804,2:00,1CLTE,14.955,2.425,1.009,0.047,25.61,0.409,1.192,1.071,6,5,11
3582,19:00,3BLTE,11.722,1.617,0.325,0.03,13.886,0.514,1.152,1.041,4,4,8
16063,17:15,4BLTE,31.73,4.345,1.671,0.338,44.802,10.549,1.718,1.263,8,6,14
12241,19:00,1ALTE,25.566,4.951,1.731,0.142,55.991,1.996,1.485,1.182,7,5,12
3444,22:00,4CLTE,15.764,1.415,0.265,0.072,6.541,1.067,1.192,1.213,4,5,9
28450,21:45,6CLTE,5.4513,0.6178,0.157,0.0286,4.7777,1.1396,1.1199,0.0107,3,3,6
17249,12:45,1CLTE,30.921,5.053,1.211,0.122,35.307,1.152,1.576,1.445,8,7,15
11317,7:00,9BLTE,1.213,0.606,0.581,0.025,37.164,0.869,1.021,1.011,2,2,4
3562,2:30,7WLTE,0.808,5.76,1.374,0.051,26.079,0.447,1.101,0.01,3,3,6
27275,14:30,7BLTE,0.707,2.425,0.736,0.096,40.679,2.855,1.526,0.01,6,3,9
15296,16:45,7WLTE,0.4986,1.9895,0.3831,0.0342,9.3253,1.4629,1.0612,0.0102,3,2,5
15397,14:15,4BLTE,22.122,2.9568,0.8436,0.1047,27.2713,4.448,1.3701,1.1415,7,6,13
8887,7:15,3ALTE,10.408,1.819,0.579,0.068,26.025,1.303,1.192,1.112,5,4,9
26699,21:30,1ALTE,10.307,1.213,0.196,0.054,13.344,0.713,1.142,1.051,4,4,8
16603,12:45,6CLTE,4.7659,1.0287,0.2217,0.037,15.9153,1.0425,1.1053,0.01,4,2,6
20102,5:45,5ALTE,0.4973,0.4034,0.0094,0.0084,0.11,0.1185,1.1403,1.0378,3,2,5
35542,2:30,1ALTE,4.749,0.505,0.049,0.009,1.975,0.162,1.051,1.011,3,2,5
27360,9:30,6VLTE,1.819,1.718,0.165,0.042,14.794,0.663,1.132,0.01,4,2,6
12516,15:15,1CLTE,31.73,2.93,0.819,0.113,16.895,1.169,1.516,1.253,8,5,13
35025,20:30,1BLTE,18.492,2.93,0.735,0.077,25.446,0.572,1.304,1.091,6,4,10
21209,0:30,7VLTE,1.011,1.819,0.287,0.039,24.47,0.724,1.172,0.01,5,3,8
28999,21:15,6VLTE,1.819,4.547,0.573,0.063,16.401,0.542,1.283,0.01,5,3,8
9739,9:00,3CLTE,9.6,1.819,0.734,0.099,41.13,5.064,1.101,1.031,4,3,7
36132,23:45,3CLTE,6.063,1.314,0.69,0.099,44.833,8.051,1.132,1.031,5,3,8
4507,12:45,6VLTE,1.314,2.122,0.217,0.028,13.802,0.465,1.152,0.01,5,3,8
19759,20:30,1CLTE,35.3884,6.2745,2.2418,0.3015,34.4605,1.2907,2.2489,1.6059,10,7,17
6475,21:15,8BLTE,11.217,2.425,0.629,0.056,9.257,2.236,1.202,1.051,5,3,8
25441,7:00,8CLTE,0.707,0.404,0.022,0.009,1.157,0.127,1.011,1.011,2,2,4
8502,23:00,1ALTE,13.642,1.415,0.365,0.057,9.26,0.768,1.223,1.071,6,4,10
26185,8:30,3BLTE,19.098,6.467,1.739,0.107,31.199,1.24,1.344,1.192,7,5,12
12617,15:00,6ULTE,1.0332,2.3978,0.5202,0.0391,25.8254,1.2702,1.1863,0.0105,5,4,9
36822,23:15,5BLTE,6.669,0.808,0.188,0.019,41.783,1.709,1.101,1.031,3,3,6
408,14:00,4ALTE,5.154,1.011,0.192,0.03,50.77,2.075,1.071,1.031,3,3,6
27552,13:00,6CLTE,5.142,0.7454,0.1608,0.0211,12.5436,0.31,1.115,0.0105,4,2,6
23344,17:00,5ALTE,5.76,0.808,0.198,0.032,10.719,1.019,1.091,1.031,4,2,6
25535,7:30,3BLTE,3.7888,0.532,0.0265,0.0117,1.0688,0.1704,1.0702,1.0601,3,4,7
6889,20:30,8ALTE,25.768,4.749,1.397,0.334,13.194,11.175,1.445,1.283,6,6,12
7298,20:00,4ALTE,6.871,1.415,0.438,0.042,16.396,0.404,1.091,1.021,4,3,7
11339,20:30,5CLTE,17.179,5.76,1.484,0.088,32.754,0.903,1.334,1.091,6,4,10
11012,2:45,5ALTE,2.728,0.505,0.047,0.017,1.949,0.279,1.021,1.021,2,2,4
25539,1:30,9ALTE,0.707,0.505,0.116,0.021,2.317,0.279,1.021,1.011,2,2,4
28315,15:15,1CLTE,24.454,4.244,1.23,0.098,42.622,0.907,1.445,1.253,6,5,11
26221,6:30,5BLTE,5.558,0.808,0.276,0.015,26.4,0.642,1.031,1.021,2,3,5
4403,22:15,6ULTE,1.415,2.627,0.463,0.044,29.356,1.205,1.192,0.01,5,3,8
33913,21:00,9BLTE,2.9041,0.5257,0.2027,0.0243,5.2895,0.6992,1.1027,1.0493,4,2,6
6081,10:30,4BLTE,19.806,1.92,0.375,0.06,17.909,0.545,1.354,1.112,6,4,10
